WL,AW_SB81,AW_P93,AW_PF97,BW_SB81,BBW,KW_SB81,KW_P93,KW_PF97
394.500,0.01820000,0.008160000,0.008162000,0.008040000,0.004020000,0.02222000,0.01218000,0.01218200
395.000,0.01810000,0.008100000,0.008130000,0.008000000,0.004000000,0.02210000,0.01210000,0.01213000
395.500,0.01800000,0.008080000,0.008054000,0.007960000,0.003980000,0.02198000,0.01206000,0.01203400
396.000,0.01790000,0.008060000,0.007978000,0.007920000,0.003960000,0.02186000,0.01202000,0.01193800
396.500,0.01780000,0.008040000,0.007902000,0.007880000,0.003940000,0.02174000,0.01198000,0.01184200
397.000,0.01770000,0.008020000,0.007826000,0.007840000,0.003920000,0.02162000,0.01194000,0.01174600
397.500,0.01760000,0.008000000,0.007750000,0.007800000,0.003900000,0.02150000,0.01190000,0.01165000
398.000,0.01750000,0.007800000,0.007526000,0.007760000,0.003880000,0.02138000,0.01168000,0.01140600
398.500,0.01740000,0.007600000,0.007302000,0.007720000,0.003860000,0.02126000,0.01146000,0.01116200
399.000,0.01730000,0.007400000,0.007078000,0.007680000,0.003840000,0.02114000,0.01124000,0.01091800
399.500,0.01720000,0.007200000,0.006854000,0.007640000,0.003820000,0.02102000,0.01102000,0.01067400
400.000,0.01710000,0.007000000,0.006630000,0.007600000,0.003800000,0.02090000,0.01080000,0.01043000
400.500,0.01705500,0.006900000,0.006462000,0.007560000,0.003780000,0.02083500,0.01068000,0.01024200
401.000,0.01701000,0.006800000,0.006294000,0.007520000,0.003760000,0.02077000,0.01056000,0.01005400
401.500,0.01696500,0.006700000,0.006126000,0.007480000,0.003740000,0.02070500,0.01044000,0.009866000
402.000,0.01692000,0.006600000,0.005958000,0.007440000,0.003720000,0.02064000,0.01032000,0.009678001
402.500,0.01687500,0.006500000,0.005790000,0.007400000,0.003700000,0.02057500,0.01020000,0.009490000
403.000,0.01683000,0.006400000,0.005692000,0.007360000,0.003680000,0.02051000,0.01008000,0.009372000
403.500,0.01678500,0.006300000,0.005594000,0.007320000,0.003660000,0.02044500,0.009959999,0.009254000
404.000,0.01674000,0.006200000,0.005496000,0.007280000,0.003640000,0.02038000,0.009840000,0.009136000
404.500,0.01669500,0.006100000,0.005398000,0.007240000,0.003620000,0.02031500,0.009720000,0.009018000
405.000,0.01665000,0.006000000,0.005300000,0.007200000,0.003600000,0.02025000,0.009600000,0.008900000
405.500,0.01660500,0.005980000,0.005246000,0.007160000,0.003580000,0.02018500,0.009560000,0.008826000
406.000,0.01656000,0.005960000,0.005192000,0.007120000,0.003560000,0.02012000,0.009520000,0.008752000
406.500,0.01651500,0.005940000,0.005138000,0.007080000,0.003540000,0.02005500,0.009480000,0.008678000
407.000,0.01647000,0.005920000,0.005084000,0.007040000,0.003520000,0.01999000,0.009440000,0.008604000
407.500,0.01642500,0.005900000,0.005030000,0.007000000,0.003500000,0.01992500,0.009400001,0.008530000
408.000,0.01638000,0.005840000,0.004970000,0.006960000,0.003480000,0.01986000,0.009320000,0.008450000
408.500,0.01633500,0.005780000,0.004910000,0.006920000,0.003460000,0.01979500,0.009240000,0.008370000
409.000,0.01629000,0.005720000,0.004850000,0.006880000,0.003440000,0.01973000,0.009160000,0.008290000
409.500,0.01624500,0.005660000,0.004790000,0.006840000,0.003420000,0.01966500,0.009080000,0.008210000
410.000,0.01620000,0.005600000,0.004730000,0.006800000,0.003400000,0.01960000,0.009000000,0.008130000
410.500,0.01615500,0.005560000,0.004688000,0.006765000,0.003382500,0.01953750,0.008942500,0.008070500
411.000,0.01611000,0.005520000,0.004646000,0.006730000,0.003365000,0.01947500,0.008885000,0.008011000
411.500,0.01606500,0.005480000,0.004604000,0.006695000,0.003347500,0.01941250,0.008827500,0.007951500
412.000,0.01602000,0.005440000,0.004562000,0.006660000,0.003330000,0.01935000,0.008770000,0.007892000
412.500,0.01597500,0.005400000,0.004520000,0.006625000,0.003312500,0.01928750,0.008712500,0.007832500
413.000,0.01593000,0.005360000,0.004504000,0.006590000,0.003295000,0.01922500,0.008655000,0.007799000
413.500,0.01588500,0.005320000,0.004488000,0.006555000,0.003277500,0.01916250,0.008597500,0.007765500
414.000,0.01584000,0.005280000,0.004472000,0.006520000,0.003260000,0.01910000,0.008540000,0.007732000
414.500,0.01579500,0.005240000,0.004456000,0.006485000,0.003242500,0.01903750,0.008482500,0.007698500
415.000,0.01575000,0.005200000,0.004440000,0.006450000,0.003225000,0.01897500,0.008425000,0.007665000
415.500,0.01570500,0.005180000,0.004436000,0.006415000,0.003207500,0.01891250,0.008387500,0.007643500
416.000,0.01566000,0.005160000,0.004432000,0.006380000,0.003190000,0.01885000,0.008350000,0.007622000
416.500,0.01561500,0.005140000,0.004428000,0.006345000,0.003172500,0.01878750,0.008312500,0.007600500
417.000,0.01557000,0.005120000,0.004424000,0.006310000,0.003155000,0.01872500,0.008275000,0.007579000
417.500,0.01552500,0.005100000,0.004420000,0.006275000,0.003137500,0.01866250,0.008237500,0.007557500
418.000,0.01548000,0.005160000,0.004444000,0.006240000,0.003120000,0.01860000,0.008280000,0.007564000
418.500,0.01543500,0.005220000,0.004468000,0.006205000,0.003102500,0.01853750,0.008322500,0.007570500
419.000,0.01539000,0.005280000,0.004492000,0.006170000,0.003085000,0.01847500,0.008365000,0.007577000
419.500,0.01534500,0.005340000,0.004516000,0.006135000,0.003067500,0.01841250,0.008407500,0.007583500
420.000,0.01530000,0.005400000,0.004540000,0.006100000,0.003050000,0.01835000,0.008450000,0.007590000
420.500,0.01525500,0.005460000,0.004580000,0.006070000,0.003035000,0.01829000,0.008495000,0.007615000
421.000,0.01521000,0.005520000,0.004620000,0.006040000,0.003020000,0.01823000,0.008540000,0.007640000
421.500,0.01516500,0.005580000,0.004660000,0.006010000,0.003005000,0.01817000,0.008585000,0.007665000
422.000,0.01512000,0.005640000,0.004700000,0.005980000,0.002990000,0.01811000,0.008630000,0.007690000
422.500,0.01507500,0.005700000,0.004740000,0.005950000,0.002975000,0.01805000,0.008675000,0.007715000
423.000,0.01503000,0.005780000,0.004748000,0.005920000,0.002960000,0.01799000,0.008739999,0.007708000
423.500,0.01498500,0.005860000,0.004756000,0.005890000,0.002945000,0.01793000,0.008805000,0.007701000
424.000,0.01494000,0.005940000,0.004764000,0.005860000,0.002930000,0.01787000,0.008870000,0.007694000
424.500,0.01489500,0.006020000,0.004772000,0.005830000,0.002915000,0.01781000,0.008935001,0.007687000
425.000,0.01485000,0.006100000,0.004780000,0.005800000,0.002900000,0.01775000,0.009000000,0.007680000
425.500,0.01480500,0.006080000,0.004788000,0.005770000,0.002885000,0.01769000,0.008965001,0.007673000
426.000,0.01476000,0.006060000,0.004796000,0.005740000,0.002870000,0.01763000,0.008930000,0.007666000
426.500,0.01471500,0.006040000,0.004804000,0.005710000,0.002855000,0.01757000,0.008895000,0.007659000
427.000,0.01467000,0.006020000,0.004812000,0.005680000,0.002840000,0.01751000,0.008860000,0.007652000
427.500,0.01462500,0.006000000,0.004820000,0.005650000,0.002825000,0.01745000,0.008825000,0.007645000
428.000,0.01458000,0.006080000,0.004846000,0.005620000,0.002810000,0.01739000,0.008890000,0.007656000
428.500,0.01453500,0.006160000,0.004872000,0.005590000,0.002795000,0.01733000,0.008955000,0.007667000
429.000,0.01449000,0.006240000,0.004898000,0.005560000,0.002780000,0.01727000,0.009020000,0.007678000
429.500,0.01444500,0.006320000,0.004924000,0.005530000,0.002765000,0.01721000,0.009085000,0.007689000
430.000,0.01440000,0.006400000,0.004950000,0.005500000,0.002750000,0.01715000,0.009150000,0.007700000
430.500,0.01440500,0.006380000,0.004968000,0.005470000,0.002735000,0.01714000,0.009115000,0.007703000
431.000,0.01441000,0.006360000,0.004986000,0.005440000,0.002720000,0.01713000,0.009080000,0.007706000
431.500,0.01441500,0.006340000,0.005004000,0.005410000,0.002705000,0.01712000,0.009045000,0.007709000
432.000,0.01442000,0.006320000,0.005022000,0.005380000,0.002690000,0.01711000,0.009010000,0.007712000
432.500,0.01442500,0.006300000,0.005040000,0.005350000,0.002675000,0.01710000,0.008975000,0.007715000
433.000,0.01443000,0.006420000,0.005092000,0.005320000,0.002660000,0.01709000,0.009080000,0.007752000
433.500,0.01443500,0.006540000,0.005144000,0.005290000,0.002645000,0.01708000,0.009184999,0.007789000
434.000,0.01444000,0.006660000,0.005196000,0.005260000,0.002630000,0.01707000,0.009290000,0.007826000
434.500,0.01444500,0.006780000,0.005248000,0.005230000,0.002615000,0.01706000,0.009395000,0.007863000
435.000,0.01445000,0.006900000,0.005300000,0.005200000,0.002600000,0.01705000,0.009500000,0.007900000
435.500,0.01445500,0.006920000,0.005400000,0.005170000,0.002585000,0.01704000,0.009505000,0.007985000
436.000,0.01446000,0.006940000,0.005500000,0.005140000,0.002570000,0.01703000,0.009510000,0.008070000
436.500,0.01446500,0.006960000,0.005600000,0.005110000,0.002555000,0.01702000,0.009515000,0.008154999
437.000,0.01447000,0.006980000,0.005700000,0.005080000,0.002540000,0.01701000,0.009520000,0.008240000
437.500,0.01447500,0.007000000,0.005800000,0.005050000,0.002525000,0.01700000,0.009525000,0.008324999
438.000,0.01448000,0.007260000,0.005910000,0.005020000,0.002510000,0.01699000,0.009770000,0.008420000
438.500,0.01448500,0.007520000,0.006020000,0.004990000,0.002495000,0.01698000,0.01001500,0.008515000
439.000,0.01449000,0.007780000,0.006130000,0.004960000,0.002480000,0.01697000,0.01026000,0.008610000
439.500,0.01449500,0.008040000,0.006240000,0.004930000,0.002465000,0.01696000,0.01050500,0.008704999
440.000,0.01450000,0.008300000,0.006350000,0.004900000,0.002450000,0.01695000,0.01075000,0.008800000
440.500,0.01450000,0.008360000,0.006472000,0.004880000,0.002440000,0.01694000,0.01080000,0.008912000
441.000,0.01450000,0.008420000,0.006594000,0.004860000,0.002430000,0.01693000,0.01085000,0.009024000
441.500,0.01450000,0.008480000,0.006716000,0.004840000,0.002420000,0.01692000,0.01090000,0.009136000
442.000,0.01450000,0.008540000,0.006838000,0.004820000,0.002410000,0.01691000,0.01095000,0.009248000
442.500,0.01450000,0.008600000,0.006960000,0.004800000,0.002400000,0.01690000,0.01100000,0.009360000
443.000,0.01450000,0.008780000,0.007070000,0.004780000,0.002390000,0.01689000,0.01117000,0.009460000
443.500,0.01450000,0.008960000,0.007180000,0.004760000,0.002380000,0.01688000,0.01134000,0.009560000
444.000,0.01450000,0.009140000,0.007290000,0.004740000,0.002370000,0.01687000,0.01151000,0.009660000
444.500,0.01450000,0.009320000,0.007400000,0.004720000,0.002360000,0.01686000,0.01168000,0.009760000
445.000,0.01450000,0.009500000,0.007510000,0.004700000,0.002350000,0.01685000,0.01185000,0.009860000
445.500,0.01450000,0.009560000,0.007668000,0.004680000,0.002340000,0.01684000,0.01190000,0.01000800
446.000,0.01450000,0.009620000,0.007826000,0.004660000,0.002330000,0.01683000,0.01195000,0.01015600
446.500,0.01450000,0.009680000,0.007984000,0.004640000,0.002320000,0.01682000,0.01200000,0.01030400
447.000,0.01450000,0.009740000,0.008142000,0.004620000,0.002310000,0.01681000,0.01205000,0.01045200
447.500,0.01450000,0.009800000,0.008300000,0.004600000,0.002300000,0.01680000,0.01210000,0.01060000
448.000,0.01450000,0.01004000,0.008484000,0.004580000,0.002290000,0.01679000,0.01233000,0.01077400
448.500,0.01450000,0.01028000,0.008668000,0.004560000,0.002280000,0.01678000,0.01256000,0.01094800
449.000,0.01450000,0.01052000,0.008852000,0.004540000,0.002270000,0.01677000,0.01279000,0.01112200
449.500,0.01450000,0.01076000,0.009036000,0.004520000,0.002260000,0.01676000,0.01302000,0.01129600
450.000,0.01450000,0.01100000,0.009220000,0.004500000,0.002250000,0.01675000,0.01325000,0.01147000
450.500,0.01455500,0.01112000,0.009314000,0.004480000,0.002240000,0.01679500,0.01336000,0.01155400
451.000,0.01461000,0.01124000,0.009408000,0.004460000,0.002230000,0.01684000,0.01347000,0.01163800
451.500,0.01466500,0.01136000,0.009502000,0.004440000,0.002220000,0.01688500,0.01358000,0.01172200
452.000,0.01472000,0.01148000,0.009596000,0.004420000,0.002210000,0.01693000,0.01369000,0.01180600
452.500,0.01477500,0.01160000,0.009690000,0.004400000,0.002200000,0.01697500,0.01380000,0.01189000
453.000,0.01483000,0.01168000,0.009676000,0.004380000,0.002190000,0.01702000,0.01387000,0.01186600
453.500,0.01488500,0.01176000,0.009662000,0.004360000,0.002180000,0.01706500,0.01394000,0.01184200
454.000,0.01494000,0.01184000,0.009648000,0.004340000,0.002170000,0.01711000,0.01401000,0.01181800
454.500,0.01499500,0.01192000,0.009634000,0.004320000,0.002160000,0.01715500,0.01408000,0.01179400
455.000,0.01505000,0.01200000,0.009620000,0.004300000,0.002150000,0.01720000,0.01415000,0.01177000
455.500,0.01510500,0.01196000,0.009610000,0.004280000,0.002140000,0.01724500,0.01410000,0.01175000
456.000,0.01516000,0.01192000,0.009600000,0.004260000,0.002130000,0.01729000,0.01405000,0.01173000
456.500,0.01521500,0.01188000,0.009590000,0.004240000,0.002120000,0.01733500,0.01400000,0.01171000
457.000,0.01527000,0.01184000,0.009580000,0.004220000,0.002110000,0.01738000,0.01395000,0.01169000
457.500,0.01532500,0.01180000,0.009570000,0.004200000,0.002100000,0.01742500,0.01390000,0.01167000
458.000,0.01538000,0.01188000,0.009614000,0.004180000,0.002090000,0.01747000,0.01397000,0.01170400
458.500,0.01543500,0.01196000,0.009658000,0.004160000,0.002080000,0.01751500,0.01404000,0.01173800
459.000,0.01549000,0.01204000,0.009702000,0.004140000,0.002070000,0.01756000,0.01411000,0.01177200
459.500,0.01554500,0.01212000,0.009746000,0.004120000,0.002060000,0.01760500,0.01418000,0.01180600
460.000,0.01560000,0.01220000,0.009790000,0.004100000,0.002050000,0.01765000,0.01425000,0.01184000
460.500,0.01560000,0.01222000,0.009842000,0.004080000,0.002040000,0.01764000,0.01426000,0.01188200
461.000,0.01560000,0.01224000,0.009894000,0.004060000,0.002030000,0.01763000,0.01427000,0.01192400
461.500,0.01560000,0.01226000,0.009946000,0.004040000,0.002020000,0.01762000,0.01428000,0.01196600
462.000,0.01560000,0.01228000,0.009998000,0.004020000,0.002010000,0.01761000,0.01429000,0.01200800
462.500,0.01560000,0.01230000,0.01005000,0.004000000,0.002000000,0.01760000,0.01430000,0.01205000
463.000,0.01560000,0.01234000,0.01006200,0.003980000,0.001990000,0.01759000,0.01433000,0.01205200
463.500,0.01560000,0.01238000,0.01007400,0.003960000,0.001980000,0.01758000,0.01436000,0.01205400
464.000,0.01560000,0.01242000,0.01008600,0.003940000,0.001970000,0.01757000,0.01439000,0.01205600
464.500,0.01560000,0.01246000,0.01009800,0.003920000,0.001960000,0.01756000,0.01442000,0.01205800
465.000,0.01560000,0.01250000,0.01011000,0.003900000,0.001950000,0.01755000,0.01445000,0.01206000
465.500,0.01560000,0.01248000,0.01012800,0.003880000,0.001940000,0.01754000,0.01442000,0.01206800
466.000,0.01560000,0.01246000,0.01014600,0.003860000,0.001930000,0.01753000,0.01439000,0.01207600
466.500,0.01560000,0.01244000,0.01016400,0.003840000,0.001920000,0.01752000,0.01436000,0.01208400
467.000,0.01560000,0.01242000,0.01018200,0.003820000,0.001910000,0.01751000,0.01433000,0.01209200
467.500,0.01560000,0.01240000,0.01020000,0.003800000,0.001900000,0.01750000,0.01430000,0.01210000
468.000,0.01560000,0.01252000,0.01028000,0.003780000,0.001890000,0.01749000,0.01441000,0.01217000
468.500,0.01560000,0.01264000,0.01036000,0.003760000,0.001880000,0.01748000,0.01452000,0.01224000
469.000,0.01560000,0.01276000,0.01044000,0.003740000,0.001870000,0.01747000,0.01463000,0.01231000
469.500,0.01560000,0.01288000,0.01052000,0.003720000,0.001860000,0.01746000,0.01474000,0.01238000
470.000,0.01560000,0.01300000,0.01060000,0.003700000,0.001850000,0.01745000,0.01485000,0.01245000
470.500,0.01570000,0.01310000,0.01066000,0.003685000,0.001842500,0.01754250,0.01494250,0.01250250
471.000,0.01580000,0.01320000,0.01072000,0.003670000,0.001835000,0.01763500,0.01503500,0.01255500
471.500,0.01590000,0.01330000,0.01078000,0.003655000,0.001827500,0.01772750,0.01512750,0.01260750
472.000,0.01600000,0.01340000,0.01084000,0.003640000,0.001820000,0.01782000,0.01522000,0.01266000
472.500,0.01610000,0.01350000,0.01090000,0.003625000,0.001812500,0.01791250,0.01531250,0.01271250
473.000,0.01620000,0.01366000,0.01100000,0.003610000,0.001805000,0.01800500,0.01546500,0.01280500
473.500,0.01630000,0.01382000,0.01110000,0.003595000,0.001797500,0.01809750,0.01561750,0.01289750
474.000,0.01640000,0.01398000,0.01120000,0.003580000,0.001790000,0.01819000,0.01577000,0.01299000
474.500,0.01650000,0.01414000,0.01130000,0.003565000,0.001782500,0.01828250,0.01592250,0.01308250
475.000,0.01660000,0.01430000,0.01140000,0.003550000,0.001775000,0.01837500,0.01607500,0.01317500
475.500,0.01670000,0.01442000,0.01154000,0.003535000,0.001767500,0.01846750,0.01618750,0.01330750
476.000,0.01680000,0.01454000,0.01168000,0.003520000,0.001760000,0.01856000,0.01630000,0.01344000
476.500,0.01690000,0.01466000,0.01182000,0.003505000,0.001752500,0.01865250,0.01641250,0.01357250
477.000,0.01700000,0.01478000,0.01196000,0.003490000,0.001745000,0.01874500,0.01652500,0.01370500
477.500,0.01710000,0.01490000,0.01210000,0.003475000,0.001737500,0.01883750,0.01663750,0.01383750
478.000,0.01720000,0.01506000,0.01222000,0.003460000,0.001730000,0.01893000,0.01679000,0.01395000
478.500,0.01730000,0.01522000,0.01234000,0.003445000,0.001722500,0.01902250,0.01694250,0.01406250
479.000,0.01740000,0.01538000,0.01246000,0.003430000,0.001715000,0.01911500,0.01709500,0.01417500
479.500,0.01750000,0.01554000,0.01258000,0.003415000,0.001707500,0.01920750,0.01724750,0.01428750
480.000,0.01760000,0.01570000,0.01270000,0.003400000,0.001700000,0.01930000,0.01740000,0.01440000
480.500,0.01770000,0.01576000,0.01278000,0.003385000,0.001692500,0.01939250,0.01745250,0.01447250
481.000,0.01780000,0.01582000,0.01286000,0.003370000,0.001685000,0.01948500,0.01750500,0.01454500
481.500,0.01790000,0.01588000,0.01294000,0.003355000,0.001677500,0.01957750,0.01755750,0.01461750
482.000,0.01800000,0.01594000,0.01302000,0.003340000,0.001670000,0.01967000,0.01761000,0.01469000
482.500,0.01810000,0.01600000,0.01310000,0.003325000,0.001662500,0.01976250,0.01766250,0.01476250
483.000,0.01820000,0.01616000,0.01320000,0.003310000,0.001655000,0.01985500,0.01781500,0.01485500
483.500,0.01830001,0.01632000,0.01330000,0.003294999,0.001647500,0.01994751,0.01796750,0.01494750
484.000,0.01840000,0.01648000,0.01340000,0.003280000,0.001640000,0.02004000,0.01812000,0.01504000
484.500,0.01850000,0.01664000,0.01350000,0.003265000,0.001632500,0.02013250,0.01827250,0.01513250
485.000,0.01860000,0.01680000,0.01360000,0.003250000,0.001625000,0.02022500,0.01842500,0.01522500
485.500,0.01870000,0.01688000,0.01376000,0.003235000,0.001617500,0.02031750,0.01849750,0.01537750
486.000,0.01880000,0.01696000,0.01392000,0.003220000,0.001610000,0.02041000,0.01857000,0.01553000
486.500,0.01890000,0.01704000,0.01408000,0.003205000,0.001602500,0.02050250,0.01864250,0.01568250
487.000,0.01900000,0.01712000,0.01424000,0.003190000,0.001595000,0.02059500,0.01871500,0.01583500
487.500,0.01910000,0.01720000,0.01440000,0.003175000,0.001587500,0.02068750,0.01878750,0.01598750
488.000,0.01920000,0.01746000,0.01452000,0.003160000,0.001580000,0.02078000,0.01904000,0.01610000
488.500,0.01930000,0.01772000,0.01464000,0.003145000,0.001572500,0.02087250,0.01929250,0.01621250
489.000,0.01940000,0.01798000,0.01476000,0.003130000,0.001565000,0.02096500,0.01954500,0.01632500
489.500,0.01950000,0.01824000,0.01488000,0.003115000,0.001557500,0.02105750,0.01979750,0.01643750
490.000,0.01960000,0.01850000,0.01500000,0.003100000,0.001550000,0.02115000,0.02005000,0.01655000
490.500,0.01990500,0.01866000,0.01524000,0.003090000,0.001545000,0.02145000,0.02020500,0.01678500
491.000,0.02021000,0.01882000,0.01548000,0.003080000,0.001540000,0.02175000,0.02036000,0.01702000
491.500,0.02051500,0.01898000,0.01572000,0.003070000,0.001535000,0.02205000,0.02051500,0.01725500
492.000,0.02082000,0.01914000,0.01596000,0.003060000,0.001530000,0.02235000,0.02067000,0.01749000
492.500,0.02112500,0.01930000,0.01620000,0.003050000,0.001525000,0.02265000,0.02082500,0.01772500
493.000,0.02143000,0.01970000,0.01642000,0.003040000,0.001520000,0.02295000,0.02122000,0.01794000
493.500,0.02173500,0.02010000,0.01664000,0.003030000,0.001515000,0.02325000,0.02161500,0.01815500
494.000,0.02204000,0.02050000,0.01686000,0.003020000,0.001510000,0.02355000,0.02201000,0.01837000
494.500,0.02234500,0.02090000,0.01708000,0.003010000,0.001505000,0.02385000,0.02240500,0.01858500
495.000,0.02265000,0.02130000,0.01730000,0.003000000,0.001500000,0.02415000,0.02280000,0.01880000
495.500,0.02295500,0.02160000,0.01766000,0.002990000,0.001495000,0.02445000,0.02309500,0.01915500
496.000,0.02326000,0.02190000,0.01802000,0.002980000,0.001490000,0.02475000,0.02339000,0.01951000
496.500,0.02356500,0.02220000,0.01838000,0.002970000,0.001485000,0.02505000,0.02368500,0.01986500
497.000,0.02387000,0.02250000,0.01874000,0.002960000,0.001480000,0.02535000,0.02398000,0.02022000
497.500,0.02417500,0.02280000,0.01910000,0.002950000,0.001475000,0.02565000,0.02427500,0.02057500
498.000,0.02448000,0.02308000,0.01936000,0.002940000,0.001470000,0.02595000,0.02455000,0.02083000
498.500,0.02478500,0.02336000,0.01962000,0.002930000,0.001465000,0.02625000,0.02482500,0.02108500
499.000,0.02509000,0.02364000,0.01988000,0.002920000,0.001460000,0.02655000,0.02510000,0.02134000
499.500,0.02539500,0.02392000,0.02014000,0.002910000,0.001455000,0.02685000,0.02537500,0.02159500
500.000,0.02570000,0.02420000,0.02040000,0.002900000,0.001450000,0.02715000,0.02565000,0.02185000
500.500,0.02620000,0.02480000,0.02088000,0.002885000,0.001442500,0.02764250,0.02624250,0.02232250
501.000,0.02670000,0.02540000,0.02136000,0.002870000,0.001435000,0.02813500,0.02683500,0.02279500
501.500,0.02720000,0.02600000,0.02184000,0.002855000,0.001427500,0.02862750,0.02742750,0.02326750
502.000,0.02770000,0.02660000,0.02232000,0.002840000,0.001420000,0.02912000,0.02802000,0.02374000
502.500,0.02820000,0.02720000,0.02280000,0.002825000,0.001412500,0.02961250,0.02861250,0.02421250
503.000,0.02870000,0.02776000,0.02336000,0.002810000,0.001405000,0.03010500,0.02916500,0.02476500
503.500,0.02920000,0.02832000,0.02392000,0.002795000,0.001397500,0.03059750,0.02971750,0.02531750
504.000,0.02970000,0.02888000,0.02448000,0.002780000,0.001390000,0.03109000,0.03027000,0.02587000
504.500,0.03020000,0.02944000,0.02504000,0.002765000,0.001382500,0.03158250,0.03082250,0.02642250
505.000,0.03070000,0.03000000,0.02560000,0.002750000,0.001375000,0.03207500,0.03137500,0.02697500
505.500,0.03120000,0.03062000,0.02608000,0.002735000,0.001367500,0.03256750,0.03198750,0.02744750
506.000,0.03170000,0.03124000,0.02656000,0.002720000,0.001360000,0.03306000,0.03260000,0.02792000
506.500,0.03220000,0.03186000,0.02704000,0.002705000,0.001352500,0.03355250,0.03321250,0.02839250
507.000,0.03270000,0.03248000,0.02752000,0.002690000,0.001345000,0.03404500,0.03382500,0.02886500
507.500,0.03320000,0.03310000,0.02800000,0.002675000,0.001337500,0.03453750,0.03443750,0.02933750
508.000,0.03370000,0.03412000,0.02890000,0.002660000,0.001330000,0.03503000,0.03545000,0.03023000
508.500,0.03420000,0.03514000,0.02980000,0.002645000,0.001322500,0.03552250,0.03646250,0.03112250
509.000,0.03470000,0.03616000,0.03070000,0.002630000,0.001315000,0.03601500,0.03747500,0.03201500
509.500,0.03520000,0.03718000,0.03160000,0.002615000,0.001307500,0.03650750,0.03848750,0.03290750
510.000,0.03570000,0.03820000,0.03250000,0.002600000,0.001300000,0.03700000,0.03950000,0.03380000
510.500,0.03630000,0.03926000,0.03344000,0.002590000,0.001295000,0.03759500,0.04055500,0.03473500
511.000,0.03690004,0.04032000,0.03438000,0.002579999,0.001290000,0.03819004,0.04161000,0.03567000
511.500,0.03750004,0.04138000,0.03532000,0.002569999,0.001285000,0.03878503,0.04266500,0.03660500
512.000,0.03810000,0.04244000,0.03626000,0.002560000,0.001280000,0.03938000,0.04372000,0.03754000
512.500,0.03870000,0.04350000,0.03720000,0.002550000,0.001275000,0.03997500,0.04477500,0.03847500
513.000,0.03930000,0.04404000,0.03768000,0.002540000,0.001270000,0.04057000,0.04531000,0.03895000
513.500,0.03990000,0.04458000,0.03816000,0.002530000,0.001265000,0.04116500,0.04584500,0.03942500
514.000,0.04050000,0.04512000,0.03864000,0.002520000,0.001260000,0.04176000,0.04638000,0.03990000
514.500,0.04110000,0.04566000,0.03912000,0.002510000,0.001255000,0.04235500,0.04691500,0.04037500
515.000,0.04170000,0.04620000,0.03960000,0.002500000,0.001250000,0.04295000,0.04745000,0.04085000
515.500,0.04230000,0.04628000,0.03966000,0.002490000,0.001245000,0.04354500,0.04752500,0.04090500
516.000,0.04290000,0.04636000,0.03972000,0.002480000,0.001240000,0.04414000,0.04760000,0.04096000
516.500,0.04350000,0.04644000,0.03978000,0.002470000,0.001235000,0.04473500,0.04767500,0.04101500
517.000,0.04410000,0.04652000,0.03984000,0.002460000,0.001230000,0.04533000,0.04775000,0.04107000
517.500,0.04470000,0.04660000,0.03990000,0.002450000,0.001225000,0.04592500,0.04782500,0.04112500
518.000,0.04530000,0.04676000,0.04010000,0.002440000,0.001220000,0.04652000,0.04798000,0.04132000
518.500,0.04590000,0.04692000,0.04030000,0.002430000,0.001215000,0.04711500,0.04813500,0.04151500
519.000,0.04650000,0.04708000,0.04050000,0.002420000,0.001210000,0.04771000,0.04829000,0.04171000
519.500,0.04710000,0.04724000,0.04070000,0.002410000,0.001205000,0.04830500,0.04844500,0.04190500
520.000,0.04770000,0.04740000,0.04090000,0.002400000,0.001200000,0.04890000,0.04860000,0.04210000
520.500,0.04785000,0.04762000,0.04104000,0.002390000,0.001195000,0.04904500,0.04881500,0.04223500
521.000,0.04800000,0.04784000,0.04118000,0.002380000,0.001190000,0.04919000,0.04903000,0.04237000
521.500,0.04815000,0.04806000,0.04132000,0.002370000,0.001185000,0.04933500,0.04924500,0.04250500
522.000,0.04830000,0.04828000,0.04146000,0.002360000,0.001180000,0.04948000,0.04946000,0.04264000
522.500,0.04845000,0.04850000,0.04160000,0.002350000,0.001175000,0.04962500,0.04967500,0.04277500
523.000,0.04860000,0.04850000,0.04162000,0.002340000,0.001170000,0.04977000,0.04967000,0.04279000
523.500,0.04875000,0.04850000,0.04164000,0.002330000,0.001165000,0.04991500,0.04966500,0.04280500
524.000,0.04890000,0.04850000,0.04166000,0.002320000,0.001160000,0.05006000,0.04966000,0.04282000
524.500,0.04905000,0.04850000,0.04168000,0.002310000,0.001155000,0.05020500,0.04965500,0.04283500
525.000,0.04920000,0.04850000,0.04170000,0.002300000,0.001150000,0.05035000,0.04965000,0.04285000
525.500,0.04935000,0.04878000,0.04192000,0.002290000,0.001145000,0.05049500,0.04992500,0.04306500
526.000,0.04950000,0.04906000,0.04214000,0.002280000,0.001140000,0.05064000,0.05020000,0.04328000
526.500,0.04965000,0.04934000,0.04236000,0.002270000,0.001135000,0.05078500,0.05047500,0.04349500
527.000,0.04980000,0.04962000,0.04258000,0.002260000,0.001130000,0.05093000,0.05075000,0.04371000
527.500,0.04995000,0.04990000,0.04280000,0.002250000,0.001125000,0.05107500,0.05102500,0.04392500
528.000,0.05010000,0.05002000,0.04292000,0.002240000,0.001120000,0.05122000,0.05114000,0.04404000
